URL,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_233_V_TC_46/1267,1827,307,70/pct:40/0/default.jpg",,48,233 V,1267,1827,307,70,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_297_R_TC_46/135,4640,315,107/pct:40/0/default.jpg",,10,297 R,135,4640,315,107,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_25_V_TC_46/260,4087,982,77/pct:40/0/default.jpg",,186,25 V,260,4087,982,77,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_128_R_TC_46/1747,4385,390,110/pct:40/0/default.jpg",,10,128 R,1747,4385,390,110,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_298_R_TC_46/2032,2327,352,95/pct:40/0/default.jpg",,49,298 R,2032,2327,352,95,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_33_V_TC_46/2750,1795,492,160/pct:40/0/default.jpg",,131,33 V,2750,1795,492,160,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_116_R_TC_46/3962,3155,1492,105/pct:40/0/default.jpg",,271,116 R,3962,3155,1492,105,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_94_V_TC_46/4260,5550,440,157/pct:40/0/default.jpg",,83,94 V,4260,5550,440,157,
"https://stacks.stanford.edu/image/iiif/zs345bj2650%2F270_119_R_TC_46/535,1682,477,172/pct:40/0/default.jpg",,270,119 R,535,1682,477,172,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_120_R_TC_46/3710,4970,305,112/pct:40/0/default.jpg",,397,120 R,3710,4970,305,112,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_193_TC_46/3657,792,380,160/pct:40/0/default.jpg",,51,193,3657,792,380,160,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_068_R_TC_46/1770,582,335,117/pct:40/0/default.jpg",,375,68 R,1770,582,335,117,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_55_R_TC_46/3147,5195,452,172/pct:40/0/default.jpg",,300,55 R,3147,5195,452,172,
"https://stacks.stanford.edu/image/iiif/dm156pk7342%2F190_089_TC_46/2535,4165,505,205/pct:40/0/default.jpg",,190,89,2535,4165,505,205,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_282_R_TC_46/1520,4875,375,105/pct:40/0/default.jpg",,485,282 R,1520,4875,375,105,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_131_V_TC_46/2510,425,320,70/pct:40/0/default.jpg",,26,131 V,2510,425,320,70,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_206_V_TC_46/880,3375,202,95/pct:40/0/default.jpg",,45,206 V,880,3375,202,95,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_87_V_TC_46/1595,5310,440,77/pct:40/0/default.jpg",,277,87 V,1595,5310,440,77,
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_233i_V_TC_46/2530,3452,252,125/pct:40/0/default.jpg",,275,233i V,2530,3452,252,125,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_73_R_TC_46/3162,4437,330,160/pct:40/0/default.jpg",,83,73 R,3162,4437,330,160,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_054_V_TC_46/4482,6650,580,142/pct:40/0/default.jpg",,397,54 V,4482,6650,580,142,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_123_V_TC_46/4175,5412,340,95/pct:40/0/default.jpg",,75,123 V,4175,5412,340,95,
"https://stacks.stanford.edu/image/iiif/vv924dt3892%2F405_212_V_TC_46/1960,2900,585,117/pct:40/0/default.jpg",,405,212 V,1960,2900,585,117,
"https://stacks.stanford.edu/image/iiif/wh417sx8653%2F441_096_TC_46/1525,2022,405,112/pct:40/0/default.jpg",,441,96,1525,2022,405,112,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_110_V_TC_46/3187,742,212,75/pct:40/0/default.jpg",,406,110 V,3187,742,212,75,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_146_V_TC_46/2267,1560,340,77/pct:40/0/default.jpg",,75,146 V,2267,1560,340,77,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_212_R_TC_46/2135,4227,232,112/pct:40/0/default.jpg",,10,212 R,2135,4227,232,112,
"https://stacks.stanford.edu/image/iiif/cy895rg0439%2F047_37_R_TC_46/3082,1787,1085,150/pct:40/0/default.jpg",,47,37 R,3082,1787,1085,150,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_242_R_TC_46/992,2535,1547,117/pct:40/0/default.jpg",,463,242 R,992,2535,1547,117,
"https://stacks.stanford.edu/image/iiif/nh464gk4498%2F107_12_R_TC_46/2347,2435,1155,110/pct:40/0/default.jpg",,107,12 R,2347,2435,1155,110,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_241_V_TC_46/1587,4202,1365,110/pct:40/0/default.jpg",,463,241 V,1587,4202,1365,110,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_146_R_TC_46/4097,1805,217,82/pct:40/0/default.jpg",,75,146 R,4097,1805,217,82,
"https://stacks.stanford.edu/image/iiif/vb856kp8798%2F002II_128_V_TC_46/5777,7185,270,115/pct:40/0/default.jpg",,2II,128 V,5777,7185,270,115,
"https://stacks.stanford.edu/image/iiif/bj009wm8755%2F111_322_TC_46/2532,6625,515,220/pct:40/0/default.jpg",,111,322,2532,6625,515,220,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_037_TC_46/437,3742,255,97/pct:40/0/default.jpg",,51,37,437,3742,255,97,
"https://stacks.stanford.edu/image/iiif/bq134cn1846%2F433_009_V_TC_46/4332,5220,1180,160/pct:40/0/default.jpg",,433,9 V,4332,5220,1180,160,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_136_V_TC_46/3367,5330,387,107/pct:40/0/default.jpg",,49,136 V,3367,5330,387,107,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_213_R_TC_46/3657,4110,222,57/pct:40/0/default.jpg",,271,213 R,3657,4110,222,57,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_105_V_TC_46/2642,3827,455,160/pct:40/0/default.jpg",,131,105 V,2642,3827,455,160,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_140_V_TC_46/2372,4635,1015,157/pct:40/0/default.jpg",,94,140 V,2372,4635,1015,157,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_13_V_TC_46/1960,2742,595,70/pct:40/0/default.jpg",,277,13 V,1960,2742,595,70,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_197_TC_46/597,1047,597,135/pct:40/0/default.jpg",,51,197,597,1047,597,135,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_017_V_TC_46/2137,1155,1422,102/pct:40/0/default.jpg",,317,17 V,2137,1155,1422,102,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_041_V_TC_46/460,3245,1370,107/pct:40/0/default.jpg",,271,41 V,460,3245,1370,107,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_237_R_TC_46/2457,1447,215,97/pct:40/0/default.jpg",,75,237 R,2457,1447,215,97,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_125_V_TC_46/880,6805,432,107/pct:40/0/default.jpg",,511,125 V,880,6805,432,107,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_ix_R_TC_46/3807,2070,275,137/pct:40/0/default.jpg",,271,ix R,3807,2070,275,137,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_032_R_TC_46/2125,1817,305,127/pct:40/0/default.jpg",,375,32 R,2125,1817,305,127,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_vi_R_TC_46/3922,2432,832,100/pct:40/0/default.jpg",,26,vi R,3922,2432,832,100,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_196_V_TC_46/2217,3377,352,95/pct:40/0/default.jpg",,75,196 V,2217,3377,352,95,
"https://stacks.stanford.edu/image/iiif/xq050qp5257%2F267_120_V_TC_46/1917,1287,880,127/pct:40/0/default.jpg",,267,120 V,1917,1287,880,127,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_063_R_TC_46/1632,357,495,177/pct:40/0/default.jpg",,470,63 R,1632,357,495,177,
"https://stacks.stanford.edu/image/iiif/rk793ps8480%2F276_103_V_TC_46/1437,567,647,135/pct:40/0/default.jpg",,276,103 V,1437,567,647,135,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_1_R_TC_46/1197,4152,150,75/pct:40/0/default.jpg",,136,1 R,1197,4152,150,75,
"https://stacks.stanford.edu/image/iiif/rz376mp0778%2F475_008_V_TC_46/550,177,745,115/pct:40/0/default.jpg",,475,8 V,550,177,745,115,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_031_R_TC_46/4432,5995,370,115/pct:40/0/default.jpg",,10,31 R,4432,5995,370,115,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_407_R_TC_46/3032,335,280,127/pct:40/0/default.jpg",,49,407 R,3032,335,280,127,
"https://stacks.stanford.edu/image/iiif/rb296hb9129%2F214_018_R_TC_46/1247,2965,437,105/pct:40/0/default.jpg",,214,18 R,1247,2965,437,105,
"https://stacks.stanford.edu/image/iiif/fz541vq7367%2F164_49_R_TC_46/3085,4910,672,102/pct:40/0/default.jpg",,164,49 R,3085,4910,672,102,
"https://stacks.stanford.edu/image/iiif/bj009wm8755%2F111_273_TC_46/3315,292,1160,275/pct:40/0/default.jpg",,111,273,3315,292,1160,275,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_068_R_TC_46/2420,6455,760,115/pct:40/0/default.jpg",,75,68 R,2420,6455,760,115,
"https://stacks.stanford.edu/image/iiif/kj101dc0788%2F313_048_V_TC_46/2347,4465,372,180/pct:40/0/default.jpg",,313,48 V,2347,4465,372,180,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_30_R_TC_46/1390,2865,792,97/pct:40/0/default.jpg",,277,30 R,1390,2865,792,97,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_127_R_TC_46/1890,3500,412,152/pct:40/0/default.jpg",,50,127 R,1890,3500,412,152,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_014_R_TC_46/2690,2250,640,140/pct:40/0/default.jpg",,468,14 R,2690,2250,640,140,
"https://stacks.stanford.edu/image/iiif/vf742yx0561%2F062_9_V_TC_46/4657,5725,220,100/pct:40/0/default.jpg",,62,9 V,4657,5725,220,100,
"https://stacks.stanford.edu/image/iiif/fz541vq7367%2F164_17_R_TC_46/1837,4347,1380,97/pct:40/0/default.jpg",,164,17 R,1837,4347,1380,97,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_101_R_TC_46/1040,2085,187,90/pct:40/0/default.jpg",,75,101 R,1040,2085,187,90,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_274_V_TC_46/1092,1067,407,70/pct:40/0/default.jpg",,48,274 V,1092,1067,407,70,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_235_R_TC_46/2315,3885,145,67/pct:40/0/default.jpg",,48,235 R,2315,3885,145,67,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_26_V_TC_46/4142,2452,667,145/pct:40/0/default.jpg",,83,26 V,4142,2452,667,145,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_45_R_TC_46/982,1000,275,107/pct:40/0/default.jpg",,315,45 R,982,1000,275,107,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_7_V_TC_46/2592,685,302,95/pct:40/0/default.jpg",,186,7 V,2592,685,302,95,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_065_R_TC_46/2430,2127,365,110/pct:40/0/default.jpg",,230,65 R,2430,2127,365,110,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_145_V_TC_46/3452,5425,225,107/pct:40/0/default.jpg",,29,145 V,3452,5425,225,107,
"https://stacks.stanford.edu/image/iiif/pj101rk1280%2F291_131_V_TC_46/3312,5812,485,117/pct:40/0/default.jpg",,291,131 V,3312,5812,485,117,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_215_R_TC_46/4025,7427,1395,65/pct:40/0/default.jpg",,271,215 R,4025,7427,1395,65,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_062_V_TC_46/1492,3420,585,102/pct:40/0/default.jpg",,317,62 V,1492,3420,585,102,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_030_V_TC_46/3355,2157,245,115/pct:40/0/default.jpg",,230,30 V,3355,2157,245,115,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_128_R_TC_46/1515,1630,560,150/pct:40/0/default.jpg",,480,128 R,1515,1630,560,150,
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_121_V_TC_46/1007,4665,565,100/pct:40/0/default.jpg",,275,121 V,1007,4665,565,100,
"https://stacks.stanford.edu/image/iiif/wg555fw2314%2F330_016_V_TC_46/2875,730,680,127/pct:40/0/default.jpg",,330,16 V,2875,730,680,127,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_065_R_TC_46/230,3577,325,105/pct:40/0/default.jpg",,271,65 R,230,3577,325,105,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_661_R_TC_46/3097,5680,682,147/pct:40/0/default.jpg",,484,661 R,3097,5680,682,147,
"https://stacks.stanford.edu/image/iiif/cy895rg0439%2F047_98_V_TC_46/1060,1817,452,170/pct:40/0/default.jpg",,47,98 V,1060,1817,452,170,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_279_R_TC_46/4002,1450,460,87/pct:40/0/default.jpg",,437,279 R,4002,1450,460,87,
"https://stacks.stanford.edu/image/iiif/hb336yt8349%2F375_076_V_TC_46/3232,657,365,125/pct:40/0/default.jpg",,375,76 V,3232,657,365,125,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_022_V_TC_46/3007,7410,412,152/pct:40/0/default.jpg",,4,22 V,3007,7410,412,152,
"https://stacks.stanford.edu/image/iiif/vf742yx0561%2F062_33_R_TC_46/2007,5890,215,95/pct:40/0/default.jpg",,62,33 R,2007,5890,215,95,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_279_R_TC_46/1092,2442,465,92/pct:40/0/default.jpg",,437,279 R,1092,2442,465,92,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_136_V_TC_46/4577,5012,302,140/pct:40/0/default.jpg",,50,136 V,4577,5012,302,140,
"https://stacks.stanford.edu/image/iiif/rk793ps8480%2F276_110_R_TC_46/1047,3650,397,135/pct:40/0/default.jpg",,276,110 R,1047,3650,397,135,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_248_V_TC_46/3877,2422,695,100/pct:40/0/default.jpg",,271,248 V,3877,2422,695,100,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_118_R_TC_46/5315,5547,182,67/pct:40/0/default.jpg",,271,118 R,5315,5547,182,67,
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_181_V_TC_46/1595,3025,437,90/pct:40/0/default.jpg",,275,181 V,1595,3025,437,90,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_167_V_TC_46/2657,3315,345,147/pct:40/0/default.jpg",,50,167 V,2657,3315,345,147,
"https://stacks.stanford.edu/image/iiif/vf742yx0561%2F062_30_R_TC_46/2452,4157,147,72/pct:40/0/default.jpg",,62,30 R,2452,4157,147,72,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_14_V_TC_46/4100,2072,640,155/pct:40/0/default.jpg",,83,14 V,4100,2072,640,155,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_159_V_TC_46/4235,5652,1582,147/pct:40/0/default.jpg",,83,159 V,4235,5652,1582,147,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_006_V_TC_46/4162,1467,1152,110/pct:40/0/default.jpg",,397,6 V,4162,1467,1152,110,
"https://stacks.stanford.edu/image/iiif/fz541vq7367%2F164_45_R_TC_46/2917,2180,815,95/pct:40/0/default.jpg",,164,45 R,2917,2180,815,95,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_056_R_TC_46/3157,1347,1367,205/pct:40/0/default.jpg",,23,56 R,3157,1347,1367,205,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_231_R_TC_46/142,1025,770,117/pct:40/0/default.jpg",,271,231 R,142,1025,770,117,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_320_V_TC_46/5252,4937,230,112/pct:40/0/default.jpg",,10,320 V,5252,4937,230,112,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_177_R_TC_46/2987,6480,827,157/pct:40/0/default.jpg",,83,177 R,2987,6480,827,157,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xx_V_TC_46/2350,3037,462,122/pct:40/0/default.jpg",,22,xx V,2350,3037,462,122,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_163_R_TC_46/1342,2325,945,132/pct:40/0/default.jpg",,473,163 R,1342,2325,945,132,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/4592,6082,157,70/pct:40/0/default.jpg",,26,a R,4592,6082,157,70,
"https://stacks.stanford.edu/image/iiif/fh878gz0315%2F198_191_V_TC_46/1072,5537,737,122/pct:40/0/default.jpg",,198,191 V,1072,5537,737,122,
"https://stacks.stanford.edu/image/iiif/kj101dc0788%2F313_067_R_TC_46/547,5037,1317,167/pct:40/0/default.jpg",,313,67 R,547,5037,1317,167,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_148_R_TC_46/3072,4237,357,147/pct:40/0/default.jpg",,83,148 R,3072,4237,357,147,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_006_R_TC_46/1325,2860,292,80/pct:40/0/default.jpg",,55,6 R,1325,2860,292,80,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_156_V_TC_46/2155,6117,485,165/pct:40/0/default.jpg",,50,156 V,2155,6117,485,165,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_018_R_TC_46/1112,847,1205,127/pct:40/0/default.jpg",,271,18 R,1112,847,1205,127,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_21_V_TC_46/1072,795,217,87/pct:40/0/default.jpg",,186,21 V,1072,795,217,87,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xiv_R_TC_46/2377,5150,637,90/pct:40/0/default.jpg",,22,xiv R,2377,5150,637,90,
"https://stacks.stanford.edu/image/iiif/bj009wm8755%2F111_344_TC_46/1587,5355,402,187/pct:40/0/default.jpg",,111,344,1587,5355,402,187,
"https://stacks.stanford.edu/image/iiif/nh464gk4498%2F107_32_R_TC_46/1657,1865,330,127/pct:40/0/default.jpg",,107,32 R,1657,1865,330,127,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_168_V_TC_46/2357,5545,952,77/pct:40/0/default.jpg",,271,168 V,2357,5545,952,77,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_54_V_TC_46/3255,3350,245,100/pct:40/0/default.jpg",,49,54 V,3255,3350,245,100,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_057_V_TC_46/1255,1825,565,125/pct:40/0/default.jpg",,473,57 V,1255,1825,565,125,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xiv_R_TC_46/2500,6025,480,97/pct:40/0/default.jpg",,22,xiv R,2500,6025,480,97,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_062_V_TC_46/2507,6150,947,120/pct:40/0/default.jpg",,46,62 V,2507,6150,947,120,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_215_R_TC_46/2525,7295,1372,62/pct:40/0/default.jpg",,271,215 R,2525,7295,1372,62,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_70_R_TC_46/4670,4482,325,152/pct:40/0/default.jpg",,33,70 R,4670,4482,325,152,
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_122_R_TC_46/2287,2915,387,152/pct:40/0/default.jpg",,228,122 R,2287,2915,387,152,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_271_R_TC_46/615,2277,160,72/pct:40/0/default.jpg",,48,271 R,615,2277,160,72,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_140_V_TC_46/3092,1037,350,105/pct:40/0/default.jpg",,130,140 V,3092,1037,350,105,
"https://stacks.stanford.edu/image/iiif/rb296hb9129%2F214_045_R_TC_46/1997,3222,725,122/pct:40/0/default.jpg",,214,45 R,1997,3222,725,122,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_102_V_TC_46/4157,3792,657,177/pct:40/0/default.jpg",,269,102 V,4157,3792,657,177,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_013_R_TC_46/1947,1450,205,82/pct:40/0/default.jpg",,406,13 R,1947,1450,205,82,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_660_R_TC_46/2412,2842,325,105/pct:40/0/default.jpg",,484,660 R,2412,2842,325,105,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_243_V_TC_46/1715,1102,477,92/pct:40/0/default.jpg",,463,243 V,1715,1102,477,92,
"https://stacks.stanford.edu/image/iiif/xm721dj4603%2F478_243_R_TC_46/1542,2622,520,177/pct:40/0/default.jpg",,478,243 R,1542,2622,520,177,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_227_V_TC_46/460,4320,1435,112/pct:40/0/default.jpg",,271,227 V,460,4320,1435,112,
"https://stacks.stanford.edu/image/iiif/jk450vc4313%2F071_042_R_TC_46/920,2397,985,120/pct:40/0/default.jpg",,71,42 R,920,2397,985,120,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_072_V_TC_46/5282,6427,210,102/pct:40/0/default.jpg",,75,72 V,5282,6427,210,102,
"https://stacks.stanford.edu/image/iiif/cg362wn0438%2F150_v_R_TC_46/4855,5602,265,92/pct:40/0/default.jpg",,150,v R,4855,5602,265,92,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_21_V_TC_46/5237,4640,430,142/pct:40/0/default.jpg",,33,21 V,5237,4640,430,142,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_037_V_TC_46/3785,922,1365,107/pct:40/0/default.jpg",,45,37 V,3785,922,1365,107,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_166_R_TC_46/247,5407,405,192/pct:40/0/default.jpg",,271,166 R,247,5407,405,192,
"https://stacks.stanford.edu/image/iiif/by692qk3515%2F212_068_R_TC_46/860,3160,1412,170/pct:40/0/default.jpg",,212,68 R,860,3160,1412,170,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_594_R_TC_46/2882,4832,475,107/pct:40/0/default.jpg",,463,594 R,2882,4832,475,107,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_120_R_TC_46/1142,4005,237,90/pct:40/0/default.jpg",,277,120 R,1142,4005,237,90,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_196_R_TC_46/4035,770,1352,95/pct:40/0/default.jpg",,271,196 R,4035,770,1352,95,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_114_V_TC_46/3227,4525,517,97/pct:40/0/default.jpg",,130,114 V,3227,4525,517,97,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_069_V_TC_46/4235,4815,260,102/pct:40/0/default.jpg",,75,69 V,4235,4815,260,102,
"https://stacks.stanford.edu/image/iiif/sk997cn6567%2F230_042_V_TC_46/795,4112,320,137/pct:40/0/default.jpg",,230,42 V,795,4112,320,137,
"https://stacks.stanford.edu/image/iiif/pm493kf4162%2F424_022_R_TC_46/2702,990,432,115/pct:40/0/default.jpg",,424,22 R,2702,990,432,115,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_100_R_TC_46/1147,5505,1065,92/pct:40/0/default.jpg",,277,100 R,1147,5505,1065,92,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_167_V_TC_46/1580,6802,460,102/pct:40/0/default.jpg",,45,167 V,1580,6802,460,102,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_106_V_TC_46/1420,3857,257,100/pct:40/0/default.jpg",,26,106 V,1420,3857,257,100,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_088_R_TC_46/1340,7182,970,67/pct:40/0/default.jpg",,271,88 R,1340,7182,970,67,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_198_V_TC_46/3670,3232,545,177/pct:40/0/default.jpg",,269,198 V,3670,3232,545,177,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_166_R_TC_46/1455,2022,420,115/pct:40/0/default.jpg",,480,166 R,1455,2022,420,115,
"https://stacks.stanford.edu/image/iiif/bq166fm4860%2F449_092_R_TC_46/1837,4355,2315,157/pct:40/0/default.jpg",,449,92 R,1837,4355,2315,157,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_171_V_TC_46/2412,1712,452,172/pct:40/0/default.jpg",,473,171 V,2412,1712,452,172,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_482_V_TC_46/2357,817,225,107/pct:40/0/default.jpg",,484,482 V,2357,817,225,107,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_004_V_TC_46/2925,1852,480,145/pct:40/0/default.jpg",,22,4 V,2925,1852,480,145,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_113_R_TC_46/3340,1922,697,135/pct:40/0/default.jpg",,50,113 R,3340,1922,697,135,
"https://stacks.stanford.edu/image/iiif/gs070yh9296%2F339_042_R_TC_46/2360,2117,1097,117/pct:40/0/default.jpg",,339,42 R,2360,2117,1097,117,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_136_V_TC_46/2290,5872,562,185/pct:40/0/default.jpg",,50,136 V,2290,5872,562,185,
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_77_V_TC_46/2062,2807,225,90/pct:40/0/default.jpg",,275,77 V,2062,2807,225,90,
"https://stacks.stanford.edu/image/iiif/vw680fn2153%2F187_123_R_TC_46/1555,1885,942,80/pct:40/0/default.jpg",,187,123 R,1555,1885,942,80,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_255_V_TC_46/4065,3617,427,92/pct:40/0/default.jpg",,75,255 V,4065,3617,427,92,
"https://stacks.stanford.edu/image/iiif/qf131kj9626%2F280_42_R_TC_46/2,6145,577,140/pct:40/0/default.jpg",,280,42 R,2,6145,577,140,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_3_R_TC_46/4317,3982,495,162/pct:40/0/default.jpg",,300,3 R,4317,3982,495,162,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_029_V_TC_46/1410,2260,390,125/pct:40/0/default.jpg",,480,29 V,1410,2260,390,125,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_096_V_TC_46/425,1870,1442,112/pct:40/0/default.jpg",,271,96 V,425,1870,1442,112,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_019_V_TC_46/3657,1562,315,77/pct:40/0/default.jpg",,437,19 V,3657,1562,315,77,
"https://stacks.stanford.edu/image/iiif/cg362wn0438%2F150_47_V_TC_46/3340,6785,1725,87/pct:40/0/default.jpg",,150,47 V,3340,6785,1725,87,
